XREF_HIERARCHY_KEY,FK_REPORT_KEY,HIERARCHY_GROUP_NAME,LEVEL_1_SORT,LEVEL_1,LEVEL_2_SORT,LEVEL_2,LEVEL_3_SORT,LEVEL_3,LEVEL_4_SORT,LEVEL_4,LEVEL_5_SORT,LEVEL_5,LEVEL_6_SORT,LEVEL_6,LEVEL_7_SORT,LEVEL_7,LEVEL_8_SORT,LEVEL_8,LEVEL_9_SORT,LEVEL_9,ID_NAME,ID,ID_SOURCE,ID_TABLE,ID_SCHEMA,ID_DATABASE,GROUP_FILTER_PRECEDENCE,DO_NOT_EXPAND_FLAG,IS_SECURED_FLAG,SPLIT_ACTIVE_FLAG,EXCLUSION_FLAG,CALCULATION_FLAG,ACTIVE_FLAG,VOLUME_FLAG,ID_UNPIVOT_FLAG,ID_ROW_FLAG,REMOVE_FROM_TOTALS,FILTER_GROUP_1,FILTER_GROUP_2,FILTER_GROUP_3,FILTER_GROUP_4,FILTER_GROUP_5,FILTER_GROUP_6,FORMULA_GROUP,SIGN_CHANGE_FLAG,FORMULA_PRECEDENCE,FORMULA_PARAM_REF,ARITHMETIC_LOGIC,FORMULA_PARAM2_CONST_NUMBER,FORMULA_REF_SOURCE,FORMULA_REF_TABLE,CREATE_NEW_COLUMN,UPDATED_BY,UPDATED_AT
1230,17,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,5,BTU Factor,0,,0,,0,,0,,0,,0,,,Voluntary Curtailment-GAS_STREAM_BTU,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryBTU Factor,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1231,17,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,5,BTU Factor,0,,0,,0,,0,,0,,0,,,FUEL_PERCENT-GAS_STREAM_BTU,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryBTU Factor,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1331,17,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,5,BTU Factor,0,,0,,0,,0,,0,,0,,,Net Volume - Gross Volume-GAS_STREAM_BTU,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryBTU Factor,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1233,22,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,0,Gathering,0,,0,,0,,0,,0,,,GATHERING_FEE_RATE-SREV,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjGathering,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1228,22,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,0,Gathering,0,,0,,0,,0,,0,,,Production Shrink & Line Loss-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjGathering,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1229,22,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,0,Gathering,0,,0,,0,,0,,0,,,Plant Downtime (Plant Inlet Vols)-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjGathering,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1230,22,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,0,Gathering,0,,0,,0,,0,,0,,,Voluntary Curtailment-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjGathering,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1231,22,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,0,Gathering,0,,0,,0,,0,,0,,,FUEL_PERCENT-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjGathering,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1331,22,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,0,Gathering,0,,0,,0,,0,,0,,,Net Volume - Gross Volume-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjGathering,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1236,23,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,1,Compression,0,,0,,0,,0,,0,,,COMPRESSION_FEE_RATE-SREV,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjCompression,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1228,23,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,1,Compression,0,,0,,0,,0,,0,,,Production Shrink & Line Loss-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjCompression,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1229,23,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,1,Compression,0,,0,,0,,0,,0,,,Plant Downtime (Plant Inlet Vols)-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjCompression,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1230,23,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,1,Compression,0,,0,,0,,0,,0,,,Voluntary Curtailment-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjCompression,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1231,23,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,1,Compression,0,,0,,0,,0,,0,,,FUEL_PERCENT-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjCompression,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1331,23,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,1,Compression,0,,0,,0,,0,,0,,,Net Volume - Gross Volume-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjCompression,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1233,25,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,2,Conditioning,0,,0,,0,,0,,0,,,CONDITION_FEE_RATE-SREV,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjConditioning,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1228,25,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,2,Conditioning,0,,0,,0,,0,,0,,,Production Shrink & Line Loss-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjConditioning,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1229,25,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,2,Conditioning,0,,0,,0,,0,,0,,,Plant Downtime (Plant Inlet Vols)-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjConditioning,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1230,25,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,2,Conditioning,0,,0,,0,,0,,0,,,Voluntary Curtailment-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjConditioning,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1231,25,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,2,Conditioning,0,,0,,0,,0,,0,,,FUEL_PERCENT-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjConditioning,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1331,25,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,2,Conditioning,0,,0,,0,,0,,0,,,Net Volume - Gross Volume-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjConditioning,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1237,24,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,3,Treating,0,,0,,0,,0,,0,,,TREATING_FEE_RATE-SREV,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjTreating,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1228,24,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,3,Treating,0,,0,,0,,0,,0,,,Production Shrink & Line Loss-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjTreating,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1229,24,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,3,Treating,0,,0,,0,,0,,0,,,Plant Downtime (Plant Inlet Vols)-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjTreating,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1230,24,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,3,Treating,0,,0,,0,,0,,0,,,Voluntary Curtailment-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjTreating,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1231,24,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,3,Treating,0,,0,,0,,0,,0,,,FUEL_PERCENT-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjTreating,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1331,24,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,3,Treating,0,,0,,0,,0,,0,,,Net Volume - Gross Volume-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjTreating,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1234,26,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,4,Transportation,0,,0,,0,,0,,0,,,Transportation,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjTransportation,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1235,27,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,5,Capital Recovery,0,,0,,0,,0,,0,,,Capital Recovery-CapRecovery,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjTreating,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1236,28,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,6,Miscellaneous,0,,0,,0,,0,,0,,,MISCELLANEOUS_FEE_RATE-SREV,ATTRIBUTE,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjMisc,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
1228,28,Midstream Budget Statement,0,Midstream Budget Statement,1,Average Monthly Volume Summary,8,Service Revenue Fee Rate ($/MMBtu) **inflation Adj,6,Miscellaneous,0,,0,,0,,0,,0,,,Production Shrink & Line Loss-GAS_STREAM_BTU,ATTRIBUTE2,VW_3_FACT_REPORTING_MAPPING,CORE_MIDSTREAM,,1,false,false,false,false,false,true,false,false,true,false,Midstream Budget Statement,Midstream Budget StatementAverage Monthly Volume SummaryService Revenue Fee Rate ($/MMBtu) **inflation AdjMisc,,,,,,,1,,,1,,,false,telha.ghanchi@datanexum.com,20:45.5
